centroid_y,centroid_x
5.153284671532846,484.06569343065695
7.110294117647059,579.5588235294117
16.749408983451538,705.9420803782506
12.605603448275861,886.2284482758621
12.864406779661017,973.0433145009416
2.9069767441860463,1214.4186046511627
2.721311475409836,1317.8360655737704
5.538961038961039,1384.7662337662337
7.76056338028169,858.8943661971831
11.036697247706423,1334.0
12.87012987012987,672.2272727272727
14.814814814814815,805.674074074074
17.218543046357617,654.8344370860927
17.850746268656717,307.26119402985074
16.879432624113477,951.2411347517731
19.8,569.3793103448276
28.82670906200318,831.77106518283
21.346153846153847,1.6538461538461537
27.511111111111113,998.0825396825397
27.223880597014926,1386.4925373134329
29.631799163179917,1266.8200836820083
24.932692307692307,1365.3461538461538
27.76551724137931,612.448275862069
35.4,1349.4722222222222
29.716666666666665,27.008333333333333
36.848993288590606,794.2583892617449
32.52892561983471,8.264462809917354
32.468468468468465,1219.9099099099099
33.88356164383562,890.0342465753424
40.27906976744186,1087.139534883721
52.16901408450704,734.8521126760563
52.45323741007194,593.2661870503597
54.721311475409834,1084.360655737705
57.42982456140351,109.2719298245614
63.8014705882353,272.0
58.21487603305785,681.5123966942149
58.40350877192982,84.5
61.97142857142857,608.5857142857143
64.10894941634241,706.9143968871596
62.39102564102564,801.6923076923077
65.31716417910448,958.7350746268656
62.41228070175438,1347.4035087719299
65.23308270676692,539.1353383458646
66.71631205673759,931.4893617021277
72.87885985748218,571.9501187648456
67.70992366412214,1062.824427480916
82.52097902097903,348.96153846153845
78.79710144927536,520.4565217391304
79.41263940520446,693.096654275093
96.0453125,815.83125
84.23809523809524,972.5873015873016
85.70338983050847,1220.322033898305
86.73983739837398,274.0813008130081
86.93181818181819,1110.4242424242425
87.19166666666666,1131.2
93.50769230769231,1183.0153846153846
102.31343283582089,906.429104477612
97.23622047244095,881.4251968503937
96.02362204724409,1197.5669291338584
98.74712643678161,1082.2030651340997
100.51968503937007,345.13385826771656
105.21374045801527,666.7328244274809
104.1,386.84615384615387
108.58865248226951,684.7092198581561
111.6158940397351,728.4900662251656
110.9753086419753,1342.0493827160494
116.56153846153846,840.5153846153846
115.37301587301587,874.5873015873016
118.45384615384616,673.8
118.7479674796748,705.439024390244
123.07037037037037,745.9222222222222
124.86131386861314,892.1167883211679
123.76470588235294,380.95588235294116
125.25,857.25
129.1611570247934,1200.6694214876034
136.36332179930795,1304.3217993079584
138.9010989010989,898.6959706959707
134.91489361702128,1108.723404255319
137.71428571428572,1388.857142857143
141.69064748201438,764.3273381294964
143.04109589041096,385.2922374429224
146.34615384615384,1282.3076923076924
141.90983606557376,1014.1311475409836
147.44444444444446,419.8814814814815
146.62589928057554,507.15107913669067
148.9090909090909,1197.2348484848485
149.9857142857143,1041.8357142857142
152.90625,1178.625
155.25954198473283,1320.4045801526718
157.07857142857142,1010.4214285714286
156.52941176470588,1087.6974789915967
161.6,131.3904761904762
